2.1999999999999999e-05	"13455888"
1.5e-05	"12836211"
1.0000000000000001e-05	"6172466"
9.0000000000000002e-06	"13425865"
9.0000000000000002e-06	"4198751"
7.9999999999999996e-06	"7467127"
7.9999999999999996e-06	"2797855"
6.9999999999999999e-06	"2578813"
6.9999999999999999e-06	"14112583"
6.9999999999999999e-06	"1300106"
6.9999999999999999e-06	"9386580"
6.0000000000000002e-06	"13853369"
6.0000000000000002e-06	"13432150"
6.0000000000000002e-06	"11253108"
6.0000000000000002e-06	"12067030"
6.0000000000000002e-06	"4695850"
5.0000000000000004e-06	"5051368"
5.0000000000000004e-06	"14112408"
5.0000000000000004e-06	"13429704"
5.0000000000000004e-06	"2437837"
5.0000000000000004e-06	"4350909"
5.0000000000000004e-06	"4344962"
5.0000000000000004e-06	"12905382"
5.0000000000000004e-06	"11197411"
5.0000000000000004e-06	"10390714"
5.0000000000000004e-06	"6076759"
3.9999999999999998e-06	"6525240"
3.9999999999999998e-06	"6237129"
3.9999999999999998e-06	"2252643"
3.9999999999999998e-06	"1575979"
3.9999999999999998e-06	"13280859"
3.9999999999999998e-06	"7990491"
3.9999999999999998e-06	"4502744"
3.9999999999999998e-06	"4783981"
3.9999999999999998e-06	"4624519"
3.9999999999999998e-06	"9861483"
3.9999999999999998e-06	"9391762"
3.9999999999999998e-06	"915245"
3.9999999999999998e-06	"11449900"
3.9999999999999998e-06	"10495214"
3.9999999999999998e-06	"4185021"
3.9999999999999998e-06	"1300461"
3.9999999999999998e-06	"12530354"
3.9999999999999998e-06	"12860433"
3.9999999999999998e-06	"13031052"
3.0000000000000001e-06	"12430985"
3.0000000000000001e-06	"12395575"
3.0000000000000001e-06	"12077147"
3.0000000000000001e-06	"12074312"
3.0000000000000001e-06	"12785678"
3.0000000000000001e-06	"12447593"
3.0000000000000001e-06	"5045896"
3.0000000000000001e-06	"4978429"
3.0000000000000001e-06	"4739291"
3.0000000000000001e-06	"1575228"
3.0000000000000001e-06	"1516699"
3.0000000000000001e-06	"1478749"
3.0000000000000001e-06	"1440095"
3.0000000000000001e-06	"13450173"
3.0000000000000001e-06	"13449048"
3.0000000000000001e-06	"13432523"
3.0000000000000001e-06	"13312776"
3.0000000000000001e-06	"662282"
3.0000000000000001e-06	"6222591"
3.0000000000000001e-06	"6206562"
3.0000000000000001e-06	"6147866"
3.0000000000000001e-06	"724519"
3.0000000000000001e-06	"2853994"
3.0000000000000001e-06	"2778099"
3.0000000000000001e-06	"2396749"
3.0000000000000001e-06	"2155467"
3.0000000000000001e-06	"1813634"
3.0000000000000001e-06	"1686442"
3.0000000000000001e-06	"8019937"
3.0000000000000001e-06	"8019717"
3.0000000000000001e-06	"7902219"
3.0000000000000001e-06	"4196067"
3.0000000000000001e-06	"3138976"
3.0000000000000001e-06	"9302154"
3.0000000000000001e-06	"9269949"
3.0000000000000001e-06	"9174135"
3.0000000000000001e-06	"9132002"
3.0000000000000001e-06	"8697871"
3.0000000000000001e-06	"9997298"
3.0000000000000001e-06	"9908632"
3.0000000000000001e-06	"9877983"
3.0000000000000001e-06	"9838325"
3.0000000000000001e-06	"981395"
3.0000000000000001e-06	"975413"
3.0000000000000001e-06	"9534683"
3.0000000000000001e-06	"9355455"
3.0000000000000001e-06	"10345830"
3.0000000000000001e-06	"10232589"
3.0000000000000001e-06	"11143007"
3.0000000000000001e-06	"1105602"
3.0000000000000001e-06	"10440929"
1.9999999999999999e-06	"1658241"
1.9999999999999999e-06	"1523975"
1.9999999999999999e-06	"15127872"
1.9999999999999999e-06	"14900494"
